,timestamp,open,high,low,close,volume,datetime,datetime_JST
0,1172725200000,32.349998474121094,32.349998474121094,30.149999618530273,30.75,3100,2007-03-01 05:00:00,2007-03-01 14:00:00
1,1175400000000,30.75,30.75,28.75,29.100000381469727,12000,2007-04-01 04:00:00,2007-04-01 13:00:00
2,1177992000000,29.100000381469727,29.350000381469727,29.100000381469727,29.350000381469727,500,2007-05-01 04:00:00,2007-05-01 13:00:00
3,1180670400000,29.350000381469727,29.350000381469727,28.75,28.75,1300,2007-06-01 04:00:00,2007-06-01 13:00:00
4,1183262400000,28.75,29.600000381469727,28.75,29.600000381469727,800,2007-07-01 04:00:00,2007-07-01 13:00:00
5,1185940800000,29.600000381469727,29.600000381469727,26.850000381469727,26.850000381469727,1500,2007-08-01 04:00:00,2007-08-01 13:00:00
6,1188619200000,26.850000381469727,26.850000381469727,24.350000381469727,24.350000381469727,10200,2007-09-01 04:00:00,2007-09-01 13:00:00
7,1191211200000,24.350000381469727,26.549999237060547,24.350000381469727,24.75,29300,2007-10-01 04:00:00,2007-10-01 13:00:00
8,1193889600000,24.75,26.450000762939453,24.75,24.950000762939453,12500,2007-11-01 04:00:00,2007-11-01 13:00:00
9,1196485200000,24.950000762939453,27.75,24.950000762939453,27.75,500,2007-12-01 05:00:00,2007-12-01 14:00:00
10,1199163600000,27.75,28.559999465942383,24.549999237060547,24.549999237060547,20200,2008-01-01 05:00:00,2008-01-01 14:00:00
11,1201842000000,25.049999237060547,25.5,24.75,25.5,600,2008-02-01 05:00:00,2008-02-01 14:00:00
12,1204347600000,25.5,25.5,23.399999618530273,23.399999618530273,1000,2008-03-01 05:00:00,2008-03-01 14:00:00
13,1207022400000,23.399999618530273,28.75,23.399999618530273,28.75,1000,2008-04-01 04:00:00,2008-04-01 13:00:00
14,1209614400000,28.75,31.850000381469727,28.75,31.850000381469727,200,2008-05-01 04:00:00,2008-05-01 13:00:00
15,1212292800000,31.850000381469727,31.850000381469727,30.799999237060547,30.799999237060547,200,2008-06-01 04:00:00,2008-06-01 13:00:00
16,1214884800000,30.799999237060547,30.799999237060547,30.799999237060547,30.799999237060547,0,2008-07-01 04:00:00,2008-07-01 13:00:00
17,1217563200000,30.799999237060547,30.799999237060547,30.149999618530273,30.149999618530273,200,2008-08-01 04:00:00,2008-08-01 13:00:00
18,1220241600000,30.149999618530273,30.149999618530273,30.149999618530273,30.149999618530273,0,2008-09-01 04:00:00,2008-09-01 13:00:00
19,1222833600000,30.149999618530273,31.149999618530273,30.0,31.0,2900,2008-10-01 04:00:00,2008-10-01 13:00:00
20,1225512000000,31.0,31.0,28.0,28.0,1000,2008-11-01 04:00:00,2008-11-01 13:00:00
21,1228107600000,28.0,32.349998474121094,28.0,32.349998474121094,200,2008-12-01 05:00:00,2008-12-01 14:00:00
